id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	AC-like|AC-like	AC-like|MES-like	AC-like|NPC-like	AC-like|OPC-like	AC-like|macrophage	AC-like|microglial_cell	MES-like|AC-like	MES-like|MES-like	MES-like|NPC-like	MES-like|OPC-like	MES-like|macrophage	MES-like|microglial_cell	NPC-like|AC-like	NPC-like|MES-like	NPC-like|NPC-like	NPC-like|OPC-like	NPC-like|macrophage	NPC-like|microglial_cell	OPC-like|AC-like	OPC-like|MES-like	OPC-like|NPC-like	OPC-like|OPC-like	OPC-like|macrophage	OPC-like|microglial_cell	macrophage|AC-like	macrophage|MES-like	macrophage|NPC-like	macrophage|OPC-like	macrophage|macrophage	macrophage|microglial_cell	microglial_cell|AC-like	microglial_cell|MES-like	microglial_cell|NPC-like	microglial_cell|OPC-like	microglial_cell|macrophage	microglial_cell|microglial_cell
CPI-CS0412B081A	DHEAsulfate_bySULT2B_PPARG	complex:DHEAsulfate_bySULT2B	simple:P37231		ENSG00000132170	True	False	True	curated	False	0.019	0.018	0.019	0.021	0.057	0.058	0.015	0.015	0.015	0.017	0.053	0.055	0.006	0.006	0.006	0.008	0.045	0.046	0.015	0.015	0.015	0.017	0.053	0.055	0.044	0.043	0.044	0.046	0.082	0.083	0.022	0.022	0.022	0.024	0.06	0.062
CPI-CS04A65DD62	DHEAsulfate_bySULT2A1_PPARD	complex:DHEAsulfate_bySULT2A1	simple:Q03181		ENSG00000112033	True	False	False	curated	False	0.038	0.04	0.029	0.036	0.08	0.08	0.038	0.04	0.029	0.036	0.08	0.08	0.038	0.04	0.029	0.036	0.08	0.08	0.038	0.04	0.029	0.036	0.08	0.08	0.038	0.04	0.029	0.036	0.08	0.08	0.038	0.041	0.029	0.036	0.08	0.08
CPI-CS0D89E7C19	DHEAsulfate_bySULT2B_PPARD	complex:DHEAsulfate_bySULT2B	simple:Q03181		ENSG00000112033	True	False	False	curated	False	0.056	0.058	0.047	0.054	0.098	0.098	0.052	0.055	0.043	0.05	0.094	0.094	0.044	0.046	0.035	0.042	0.085	0.086	0.052	0.055	0.043	0.05	0.094	0.094	0.081	0.083	0.072	0.079	0.123	0.123	0.059	0.062	0.05	0.057	0.101	0.101
CPI-CS0FF565F1C	DHEAsulfate_bySULT2A1_PPARA	complex:DHEAsulfate_bySULT2A1	simple:Q07869		ENSG00000186951	True	False	True	curated	False	0.041	0.035	0.042	0.026	0.03	0.027	0.041	0.035	0.042	0.026	0.03	0.027	0.041	0.035	0.042	0.026	0.03	0.027	0.041	0.035	0.042	0.026	0.03	0.027	0.041	0.035	0.042	0.026	0.03	0.027	0.042	0.035	0.042	0.026	0.03	0.027
CPI-CS099F73A95	DHEAsulfate_bySULT2B_PPARA	complex:DHEAsulfate_bySULT2B	simple:Q07869		ENSG00000186951	True	False	True	curated	False	0.059	0.053	0.06	0.044	0.048	0.045	0.056	0.049	0.056	0.04	0.044	0.041	0.047	0.04	0.047	0.031	0.035	0.032	0.056	0.049	0.056	0.04	0.044	0.041	0.084	0.078	0.085	0.069	0.073	0.07	0.063	0.056	0.063	0.047	0.051	0.048
CPI-CS0259A0EB4	Dehydroepiandrosterone_bySTS_PPARA	complex:Dehydroepiandrosterone_bySTS	simple:Q07869		ENSG00000186951	True	False	True	curated	False	0.062	0.055	0.062	0.046	0.05	0.047	0.055	0.048	0.055	0.039	0.043	0.04	0.08	0.073	0.08	0.064	0.068	0.065	0.06	0.053	0.06	0.044	0.048	0.045	0.083	0.077	0.084	0.068	0.072	0.069	0.078	0.071	0.078	0.062	0.066	0.063
CPI-CS05760BB78	Dehydroepiandrosterone_bySTS_NR1I2	complex:Dehydroepiandrosterone_bySTS	simple:O75469		ENSG00000144852	True	False	True	curated	False	0.021	0.021	0.021	0.021	0.021	0.021	0.014	0.014	0.014	0.014	0.014	0.013	0.039	0.039	0.039	0.039	0.039	0.039	0.018	0.018	0.018	0.019	0.018	0.018	0.042	0.042	0.042	0.043	0.042	0.042	0.037	0.037	0.037	0.037	0.037	0.036
CPI-CS0669F64A4	Estradiol_byCYP19A1_NR1I2	complex:Estradiol_byCYP19A1	simple:O75469		ENSG00000144852	True	False	True	curated	False	0.002	0.002	0.002	0.002	0.002	0.002	0.007	0.007	0.007	0.007	0.007	0.007	0.002	0.002	0.002	0.003	0.002	0.002	0.002	0.002	0.002	0.003	0.002	0.002	0.021	0.021	0.021	0.021	0.021	0.021	0.035	0.035	0.035	0.035	0.035	0.035
CPI-CS0EF401B5F	Estradiol_byHSD17B1_NR1I2	complex:Estradiol_byHSD17B1	simple:O75469		ENSG00000144852	True	False	True	curated	False	0.037	0.037	0.037	0.037	0.037	0.037	0.019	0.019	0.019	0.019	0.019	0.019	0.025	0.025	0.026	0.026	0.025	0.025	0.016	0.016	0.016	0.016	0.016	0.016	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003
CPI-CS09B8977D7	Dehydroepiandrosterone_bySTS_ESR1	complex:Dehydroepiandrosterone_bySTS	simple:P03372		ENSG00000091831	True	False	True	curated	False	0.021	0.021	0.021	0.024	0.033	0.027	0.014	0.014	0.014	0.016	0.026	0.02	0.039	0.039	0.039	0.042	0.051	0.045	0.019	0.019	0.019	0.021	0.031	0.025	0.043	0.043	0.042	0.045	0.055	0.048	0.037	0.037	0.037	0.04	0.049	0.043
CPI-CS029C8858F	Estradiol_byCYP19A1_ESR1	complex:Estradiol_byCYP19A1	simple:P03372		ENSG00000091831	True	False	True	curated	False	0.003	0.002	0.002	0.005	0.015	0.008	0.008	0.007	0.007	0.01	0.019	0.013	0.003	0.002	0.002	0.005	0.015	0.008	0.003	0.003	0.002	0.005	0.015	0.008	0.021	0.021	0.021	0.024	0.033	0.027	0.035	0.035	0.035	0.038	0.047	0.041
CPI-CS0168A25C9	Estradiol_byHSD17B1_ESR1	complex:Estradiol_byHSD17B1	simple:P03372		ENSG00000091831	True	False	True	curated	False	0.038	0.037	0.037	0.04	0.05	0.043	0.019	0.019	0.019	0.022	0.031	0.025	0.026	0.026	0.026	0.028	0.038	0.032	0.016	0.016	0.016	0.019	0.028	0.022	0.003	0.003	0.003	0.006	0.015	0.009	0.003	0.003	0.003	0.006	0.015	0.009
CPI-SS0A1C1F5A7	NPPA_ESR1	simple:P01160	simple:P03372	ENSG00000175206	ENSG00000091831	True	False	True	I2D,InnateDB-All	False	0.024	0.023	0.023	0.026	0.036	0.029	0.01	0.009	0.009	0.012	0.021	0.015	0.151	0.151	0.151	0.153	0.163	0.157	0.088	0.088	0.088	0.09	0.1	0.094	0.006	0.006	0.006	0.009	0.018	0.012	0.004	0.004	0.004	0.006	0.016	0.01
CPI-CS0B87D36A1	Estradiol_byCYP19A1_ESR2	complex:Estradiol_byCYP19A1	simple:Q92731		ENSG00000140009	True	False	True	curated	False	0.004	0.006	0.009	0.005	0.002	0.002	0.009	0.011	0.014	0.01	0.007	0.007	0.004	0.006	0.009	0.005	0.002	0.002	0.005	0.006	0.009	0.005	0.002	0.002	0.023	0.024	0.028	0.023	0.021	0.021	0.037	0.038	0.042	0.037	0.035	0.035
CPI-CS0A04F7238	Estradiol_byHSD17B1_ESR2	complex:Estradiol_byHSD17B1	simple:Q92731		ENSG00000140009	True	False	True	curated	False	0.039	0.041	0.044	0.04	0.037	0.037	0.021	0.023	0.026	0.022	0.019	0.019	0.028	0.029	0.032	0.028	0.025	0.025	0.018	0.019	0.023	0.018	0.016	0.016	0.005	0.006	0.009	0.005	0.003	0.003	0.005	0.007	0.01	0.005	0.003	0.003
CPI-SS08123AFFE	OXT_ESR2	simple:P01178	simple:Q92731	ENSG00000101405	ENSG00000140009	True	False	True	I2D	False	0.003	0.004	0.007	0.003	0.0	0.0	0.003	0.004	0.007	0.003	0.001	0.0	0.008	0.009	0.012	0.008	0.005	0.005	0.003	0.004	0.007	0.003	0.0	0.0	0.003	0.004	0.007	0.003	0.001	0.0	0.003	0.004	0.007	0.003	0.0	0.0
CPI-SS02D8C453C	IL24_ESR2	simple:Q13007	simple:Q92731	ENSG00000162892	ENSG00000140009	True	False	True	IMEx,InnateDB-All,MINT	False	0.003	0.005	0.008	0.003	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.007	0.003	0.0	0.0	0.003	0.004	0.007	0.003	0.0	0.0
CPI-CS0DAC88EFA	Estradiol_byCYP19A1_GPER1	complex:Estradiol_byCYP19A1	simple:Q99527		ENSG00000164850	True	False	True	curated	False	0.008	0.01	0.002	0.005	0.006	0.004	0.013	0.015	0.007	0.01	0.011	0.008	0.008	0.01	0.003	0.005	0.006	0.004	0.008	0.01	0.003	0.005	0.006	0.004	0.027	0.029	0.021	0.024	0.025	0.022	0.041	0.043	0.035	0.037	0.039	0.036
CPI-CS0B08AEA2D	Estradiol_byHSD17B1_GPER1	complex:Estradiol_byHSD17B1	simple:Q99527		ENSG00000164850	True	False	True	curated	False	0.043	0.045	0.038	0.04	0.041	0.039	0.025	0.027	0.019	0.022	0.023	0.02	0.032	0.033	0.026	0.028	0.029	0.027	0.022	0.024	0.016	0.018	0.019	0.017	0.009	0.011	0.003	0.005	0.006	0.004	0.009	0.011	0.003	0.006	0.007	0.004
CPI-SS032AD1183	NPPA_NPR1	simple:P01160	simple:P16066	ENSG00000175206	ENSG00000169418	True	False	True	curated	False	0.025	0.024	0.025	0.024	0.023	0.023	0.011	0.01	0.011	0.01	0.009	0.009	0.152	0.151	0.153	0.152	0.15	0.15	0.089	0.088	0.09	0.089	0.088	0.087	0.008	0.006	0.008	0.007	0.006	0.006	0.005	0.004	0.006	0.005	0.003	0.003
CPI-SS039AB02F2	NPPA_RORB	simple:P01160	simple:Q92753	ENSG00000175206	ENSG00000198963	True	False	True	I2D,InnateDB-All	False	0.084	0.046	0.041	0.067	0.026	0.024	0.07	0.032	0.027	0.053	0.012	0.01	0.212	0.173	0.168	0.195	0.153	0.151	0.149	0.11	0.105	0.132	0.09	0.088	0.067	0.028	0.023	0.05	0.008	0.006	0.065	0.026	0.021	0.048	0.006	0.004
CPI-SS04B547174	OXT_OXTR	simple:P01178	simple:P30559	ENSG00000101405	ENSG00000180914	True	False	True	curated	False	0.03	0.033	0.016	0.033	0.001	0.001	0.03	0.033	0.017	0.034	0.001	0.001	0.035	0.038	0.021	0.038	0.006	0.006	0.03	0.033	0.016	0.033	0.001	0.001	0.03	0.033	0.017	0.033	0.001	0.001	0.03	0.033	0.016	0.033	0.001	0.001
CPI-CS086D3E39F	Desmosterol_byDHCR7_NR1H2	complex:Desmosterol_byDHCR7	simple:P55055		ENSG00000131408	True	False	True	curated	False	0.255	0.267	0.197	0.195	0.249	0.245	0.212	0.224	0.155	0.152	0.207	0.202	0.233	0.245	0.176	0.173	0.227	0.223	0.207	0.219	0.15	0.147	0.202	0.197	0.159	0.171	0.102	0.099	0.153	0.149	0.157	0.169	0.1	0.097	0.151	0.147
CPI-CS0DC57DE37	Desmosterol_byDHCR7_NR1H3	complex:Desmosterol_byDHCR7	simple:Q13133		ENSG00000025434	True	False	True	curated	False	0.135	0.136	0.133	0.131	0.143	0.131	0.092	0.093	0.09	0.089	0.1	0.089	0.113	0.114	0.111	0.109	0.121	0.11	0.087	0.088	0.086	0.084	0.096	0.084	0.039	0.04	0.037	0.036	0.047	0.036	0.037	0.038	0.035	0.034	0.045	0.034
CPI-CS09918B680	Epinephrine_byPNMT_ADRB2	complex:Epinephrine_byPNMT	simple:P07550		ENSG00000169252	True	False	True	curated	False	0.01	0.004	0.003	0.015	0.072	0.114	0.01	0.004	0.003	0.015	0.072	0.114	0.01	0.004	0.003	0.015	0.072	0.114	0.01	0.005	0.004	0.016	0.073	0.115	0.009	0.003	0.002	0.014	0.071	0.113	0.009	0.003	0.002	0.014	0.071	0.113
CPI-SS0C6448B94	IL1B_ADRB2	simple:P01584	simple:P07550	ENSG00000125538	ENSG00000169252	True	False	True	I2D	False	0.059	0.053	0.052	0.064	0.121	0.163	0.041	0.035	0.034	0.046	0.103	0.145	0.057	0.051	0.05	0.062	0.119	0.161	0.128	0.122	0.121	0.133	0.19	0.232	0.688	0.682	0.681	0.693	0.75	0.792	0.686	0.68	0.679	0.691	0.748	0.79
CPI-CS043102EAA	Epinephrine_byPNMT_ADRB1	complex:Epinephrine_byPNMT	simple:P08588		ENSG00000043591	True	False	True	curated	False	0.017	0.006	0.009	0.007	0.004	0.003	0.017	0.006	0.009	0.007	0.005	0.003	0.017	0.006	0.009	0.007	0.005	0.003	0.017	0.007	0.01	0.008	0.005	0.004	0.016	0.005	0.008	0.006	0.003	0.002	0.016	0.005	0.008	0.006	0.003	0.002
CPI-CS0AB9AD0C3	Epinephrine_byPNMT_ADRA2A	complex:Epinephrine_byPNMT	simple:P08913		ENSG00000150594	True	False	True	curated	False	0.004	0.007	0.003	0.002	0.001	0.001	0.004	0.007	0.003	0.002	0.002	0.002	0.004	0.007	0.003	0.002	0.002	0.002	0.005	0.007	0.003	0.003	0.002	0.002	0.003	0.005	0.001	0.001	0.0	0.0	0.003	0.005	0.001	0.001	0.0	0.0
CPI-CS07947C107	Epinephrine_byPNMT_ADRA2B	complex:Epinephrine_byPNMT	simple:P18089		ENSG00000274286	True	False	True	curated	False	0.002	0.001	0.002	0.002	0.005	0.004	0.002	0.002	0.002	0.003	0.005	0.004	0.002	0.002	0.002	0.002	0.005	0.004	0.002	0.002	0.002	0.003	0.006	0.004	0.0	0.0	0.0	0.001	0.004	0.002	0.0	0.0	0.0	0.001	0.004	0.002
CPI-CS0A5499A2C	Epinephrine_byPNMT_ADRA1D	complex:Epinephrine_byPNMT	simple:P25100		ENSG00000171873	True	False	True	curated	False	0.004	0.005	0.001	0.003	0.001	0.001	0.004	0.005	0.002	0.003	0.002	0.002	0.004	0.005	0.002	0.003	0.002	0.002	0.004	0.006	0.002	0.003	0.002	0.002	0.002	0.004	0.0	0.001	0.0	0.0	0.002	0.004	0.0	0.001	0.0	0.0
CPI-CS05F96EA59	Epinephrine_byPNMT_ADRA1A	complex:Epinephrine_byPNMT	simple:P35348		ENSG00000120907	True	False	True	curated	False	0.003	0.002	0.002	0.003	0.001	0.0	0.003	0.002	0.003	0.003	0.002	0.0	0.003	0.002	0.003	0.003	0.002	0.0	0.003	0.002	0.003	0.003	0.002	0.0	0.001	0.0	0.001	0.001	0.0	0.0	0.001	0.0	0.001	0.001	0.0	0.0
CPI-SS0CECFE864	ESR1_CXCL1	simple:P03372	simple:P09341	ENSG00000091831	ENSG00000163739	True	True	False	IMEx,InnateDB-All,MINT	False	0.007	0.005	0.002	0.017	0.047	0.008	0.007	0.004	0.001	0.017	0.047	0.008	0.006	0.004	0.001	0.016	0.047	0.008	0.009	0.007	0.004	0.019	0.05	0.01	0.019	0.017	0.013	0.029	0.059	0.02	0.012	0.01	0.007	0.022	0.053	0.014
CPI-SS002522356	ESR1_BDNF	simple:P03372	simple:P23560	ENSG00000091831	ENSG00000176697	True	True	False	I2D	False	0.004	0.005	0.001	0.005	0.001	0.001	0.004	0.005	0.001	0.004	0.001	0.001	0.003	0.004	0.001	0.004	0.0	0.0	0.006	0.007	0.004	0.007	0.003	0.003	0.016	0.017	0.013	0.017	0.013	0.013	0.009	0.01	0.007	0.01	0.006	0.006
CPI-SS0A93C11C8	NGFR_BDNF	simple:P08138	simple:P23560	ENSG00000064300	ENSG00000176697	True	True	False	curated	False	0.027	0.027	0.024	0.027	0.023	0.023	0.03	0.031	0.028	0.031	0.027	0.027	0.034	0.035	0.031	0.034	0.031	0.031	0.038	0.039	0.036	0.039	0.035	0.035	0.006	0.007	0.003	0.007	0.003	0.003	0.004	0.005	0.001	0.004	0.001	0.001
CPI-SS01BCB9360	NCAM1_BDNF	simple:P13591	simple:P23560	ENSG00000149294	ENSG00000176697	True	True	False	I2D	False	0.333	0.334	0.331	0.334	0.33	0.33	0.218	0.219	0.215	0.219	0.215	0.215	0.43	0.431	0.428	0.431	0.427	0.427	0.465	0.466	0.462	0.465	0.462	0.462	0.033	0.034	0.03	0.033	0.03	0.03	0.01	0.011	0.008	0.011	0.007	0.007
CPI-CS086E88801	FLT1_complex_VEGFA	complex:FLT1_complex	simple:P15692		ENSG00000112715	True	True	False	curated	False	0.308	0.756	0.167	0.251	0.171	0.062	0.307	0.755	0.165	0.25	0.17	0.061	0.306	0.754	0.165	0.249	0.169	0.06	0.314	0.762	0.172	0.257	0.177	0.068	0.31	0.758	0.169	0.253	0.173	0.064	0.306	0.754	0.164	0.249	0.169	0.06
CPI-SS0DE0A486F	NRP1_VEGFA	simple:O14786	simple:P15692	ENSG00000099250	ENSG00000112715	True	True	False	curated	False	0.369	0.817	0.228	0.312	0.232	0.123	0.415	0.863	0.273	0.358	0.278	0.168	0.329	0.777	0.188	0.272	0.192	0.083	0.344	0.792	0.202	0.287	0.207	0.097	0.431	0.879	0.29	0.374	0.294	0.185	0.393	0.841	0.251	0.336	0.256	0.147
CPI-SS0E00478B4	NRP2_VEGFA	simple:O60462	simple:P15692	ENSG00000118257	ENSG00000112715	True	True	False	curated	False	0.436	0.884	0.295	0.379	0.299	0.19	0.457	0.905	0.315	0.4	0.32	0.211	0.354	0.802	0.213	0.297	0.217	0.108	0.359	0.807	0.218	0.302	0.222	0.113	0.452	0.9	0.311	0.395	0.315	0.206	0.454	0.902	0.312	0.397	0.317	0.207
CPI-CS0E0B6C700	FLT1_complex_PGF	complex:FLT1_complex	simple:P49763		ENSG00000119630	True	True	False	curated	False	0.012	0.034	0.03	0.011	0.006	0.005	0.011	0.032	0.029	0.01	0.004	0.003	0.01	0.032	0.028	0.009	0.003	0.003	0.018	0.039	0.036	0.017	0.011	0.011	0.014	0.036	0.032	0.013	0.007	0.007	0.01	0.031	0.028	0.009	0.003	0.003
CPI-SS0855C0353	NRP1_PGF	simple:O14786	simple:P49763	ENSG00000099250	ENSG00000119630	True	True	False	curated	False	0.073	0.094	0.091	0.072	0.066	0.066	0.119	0.14	0.137	0.118	0.112	0.111	0.033	0.054	0.051	0.032	0.026	0.026	0.048	0.069	0.066	0.047	0.041	0.04	0.136	0.157	0.153	0.135	0.129	0.128	0.097	0.118	0.115	0.096	0.09	0.089
CPI-SS0D22A09AD	NRP2_PGF	simple:O60462	simple:P49763	ENSG00000118257	ENSG00000119630	True	True	False	curated	False	0.141	0.162	0.158	0.14	0.134	0.133	0.161	0.182	0.179	0.16	0.154	0.154	0.058	0.08	0.076	0.057	0.051	0.051	0.064	0.085	0.081	0.062	0.057	0.056	0.156	0.178	0.174	0.155	0.15	0.149	0.158	0.179	0.176	0.157	0.151	0.15
CPI-SS0E61DB5DF	FLT1_PGF	simple:P17948	simple:P49763	ENSG00000102755	ENSG00000119630	True	True	False	curated	False	0.012	0.034	0.03	0.011	0.006	0.005	0.011	0.032	0.029	0.01	0.004	0.003	0.012	0.033	0.03	0.011	0.005	0.004	0.02	0.041	0.038	0.019	0.013	0.012	0.036	0.057	0.054	0.035	0.029	0.029	0.027	0.048	0.045	0.026	0.02	0.019
CPI-CS0C0193ABB	FLT1_complex_VEGFB	complex:FLT1_complex	simple:P49765		ENSG00000173511	True	True	False	curated	False	0.171	0.15	0.138	0.147	0.126	0.123	0.17	0.148	0.137	0.145	0.124	0.121	0.169	0.147	0.136	0.145	0.124	0.121	0.177	0.155	0.144	0.153	0.131	0.128	0.173	0.152	0.14	0.149	0.128	0.125	0.169	0.147	0.136	0.145	0.123	0.12
CPI-SS033E6DE7E	NRP1_VEGFB	simple:O14786	simple:P49765	ENSG00000099250	ENSG00000173511	True	True	False	curated	False	0.232	0.21	0.199	0.208	0.187	0.184	0.278	0.256	0.245	0.253	0.232	0.229	0.192	0.17	0.159	0.168	0.147	0.144	0.207	0.185	0.174	0.182	0.161	0.158	0.294	0.273	0.261	0.27	0.249	0.246	0.256	0.234	0.223	0.231	0.21	0.207
CPI-SS0947A8549	FLT1_VEGFB	simple:P17948	simple:P49765	ENSG00000102755	ENSG00000173511	True	True	False	curated	False	0.171	0.15	0.138	0.147	0.126	0.123	0.17	0.148	0.137	0.145	0.124	0.121	0.17	0.149	0.138	0.146	0.125	0.122	0.179	0.157	0.146	0.154	0.133	0.13	0.195	0.173	0.162	0.171	0.15	0.147	0.186	0.164	0.153	0.161	0.14	0.137
CPI-SS098425155	ADRB2_VEGFB	simple:P07550	simple:P49765	ENSG00000169252	ENSG00000173511	True	True	False	InnateDB-All	False	0.177	0.156	0.144	0.153	0.132	0.129	0.171	0.15	0.138	0.147	0.126	0.123	0.17	0.149	0.137	0.146	0.125	0.122	0.182	0.161	0.149	0.158	0.137	0.134	0.239	0.218	0.207	0.215	0.194	0.191	0.281	0.26	0.248	0.257	0.236	0.233
CPI-SS08083B141	NRP1_SEMA3A	simple:O14786	simple:Q14563	ENSG00000099250	ENSG00000075213	True	True	False	curated	False	0.09	0.078	0.087	0.085	0.065	0.063	0.136	0.124	0.133	0.131	0.11	0.109	0.05	0.038	0.047	0.045	0.025	0.023	0.065	0.053	0.062	0.06	0.039	0.038	0.153	0.14	0.15	0.148	0.127	0.126	0.114	0.102	0.111	0.109	0.088	0.087
CPI-CS0E5D1ECCE	PlexinA1_complex3_SEMA3A	complex:PlexinA1_complex3	simple:Q14563		ENSG00000075213	True	True	False	curated	False	0.078	0.066	0.075	0.073	0.052	0.051	0.071	0.059	0.068	0.066	0.045	0.044	0.05	0.038	0.047	0.045	0.025	0.023	0.065	0.053	0.062	0.06	0.039	0.038	0.052	0.04	0.049	0.047	0.026	0.025	0.047	0.034	0.044	0.042	0.021	0.02
CPI-CS0D238C22B	PlexinA2_complex1_SEMA3A	complex:PlexinA2_complex1	simple:Q14563		ENSG00000075213	True	True	False	curated	False	0.059	0.047	0.056	0.054	0.034	0.033	0.048	0.036	0.045	0.043	0.023	0.021	0.05	0.038	0.047	0.045	0.025	0.023	0.065	0.053	0.062	0.06	0.039	0.038	0.035	0.023	0.032	0.03	0.01	0.008	0.035	0.023	0.032	0.03	0.01	0.009
CPI-CS0AA769F5B	PlexinA3_complex1_SEMA3A	complex:PlexinA3_complex1	simple:Q14563		ENSG00000075213	True	True	False	curated	False	0.076	0.064	0.073	0.071	0.051	0.05	0.082	0.07	0.079	0.077	0.056	0.055	0.05	0.038	0.047	0.045	0.025	0.023	0.065	0.053	0.062	0.06	0.039	0.038	0.047	0.035	0.044	0.042	0.022	0.02	0.045	0.033	0.042	0.04	0.019	0.018
CPI-CS0AB19226A	PlexinA4_complex1_SEMA3A	complex:PlexinA4_complex1	simple:Q14563		ENSG00000075213	True	True	False	curated	False	0.074	0.062	0.071	0.069	0.049	0.048	0.065	0.052	0.062	0.06	0.039	0.038	0.05	0.038	0.047	0.045	0.025	0.023	0.057	0.045	0.054	0.052	0.031	0.03	0.028	0.016	0.025	0.023	0.002	0.001	0.028	0.015	0.025	0.023	0.002	0.001
CPI-SS0F15C1AB3	NRP2_SEMA3F	simple:O60462	simple:Q13275	ENSG00000118257	ENSG00000001617	True	True	False	curated	False	0.131	0.131	0.131	0.132	0.131	0.0	0.151	0.151	0.151	0.152	0.151	0.0	0.049	0.049	0.049	0.049	0.049	0.0	0.054	0.054	0.054	0.054	0.054	0.0	0.147	0.147	0.147	0.147	0.147	0.0	0.148	0.148	0.148	0.149	0.148	0.0
CPI-SS0241A1F57	NRP2_SEMA3C	simple:O60462	simple:Q99985	ENSG00000118257	ENSG00000075223	True	True	False	curated	False	0.134	0.138	0.133	0.141	0.14	0.132	0.154	0.158	0.154	0.161	0.16	0.152	0.051	0.055	0.051	0.059	0.058	0.05	0.057	0.061	0.056	0.064	0.063	0.055	0.15	0.154	0.149	0.157	0.156	0.148	0.151	0.155	0.151	0.158	0.157	0.149
CPI-CS0837F11F9	PlexinA2_complex1_SEMA6A	complex:PlexinA2_complex1	simple:Q9H2E6		ENSG00000092421	False	True	False	curated	False	0.229	0.146	0.14	0.17	0.043	0.035	0.218	0.135	0.129	0.159	0.032	0.023	0.22	0.137	0.131	0.161	0.034	0.025	0.235	0.151	0.145	0.176	0.049	0.04	0.205	0.122	0.116	0.146	0.019	0.01	0.205	0.122	0.116	0.146	0.019	0.011
CPI-SS07D71C546	NOTCH2_IL24	simple:Q04721	simple:Q13007	ENSG00000134250	ENSG00000162892	True	True	False	IMEx,InnateDB-All,MINT	False	0.099	0.0	0.0	0.0	0.098	0.098	0.077	0.0	0.0	0.0	0.076	0.076	0.052	0.0	0.0	0.0	0.052	0.052	0.08	0.0	0.0	0.0	0.079	0.079	0.053	0.0	0.0	0.0	0.053	0.053	0.035	0.0	0.0	0.0	0.034	0.034
CPI-CS0BB947675	IL20_receptor_Type_I_IL24	complex:IL20_receptor_Type_I	simple:Q13007		ENSG00000162892	True	True	False	curated	False	0.002	0.0	0.0	0.0	0.002	0.002	0.006	0.0	0.0	0.0	0.005	0.005	0.004	0.0	0.0	0.0	0.003	0.003	0.004	0.0	0.0	0.0	0.004	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
CPI-CS0AD5A758B	IL20_receptor_Type_II_IL24	complex:IL20_receptor_Type_II	simple:Q13007		ENSG00000162892	True	True	False	curated	False	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0730C30B0	Kremen2_LRP6_DKK2	complex:Kremen2_LRP6	simple:Q9UBU2		ENSG00000155011	True	False	False	curated	False	0.004	0.004	0.004	0.004	0.006	0.004	0.001	0.001	0.001	0.002	0.004	0.001	0.005	0.005	0.004	0.005	0.007	0.004	0.003	0.003	0.002	0.003	0.005	0.003	0.001	0.001	0.0	0.001	0.003	0.0	0.001	0.001	0.0	0.001	0.003	0.0
CPI-SS04D1D0B92	LRP6_DKK2	simple:O75581	simple:Q9UBU2	ENSG00000070018	ENSG00000155011	True	True	False	curated	False	0.071	0.071	0.07	0.071	0.073	0.071	0.043	0.043	0.042	0.043	0.045	0.042	0.137	0.137	0.137	0.138	0.14	0.137	0.118	0.118	0.117	0.118	0.12	0.118	0.008	0.008	0.008	0.008	0.01	0.008	0.01	0.01	0.01	0.01	0.012	0.01
CPI-SS01699C465	LRP5_SOSTDC1	simple:O75197	simple:Q6X4U4	ENSG00000162337	ENSG00000171243	True	True	False	curated	False	0.037	0.035	0.035	0.035	0.034	0.0	0.022	0.019	0.019	0.019	0.019	0.0	0.042	0.039	0.04	0.04	0.039	0.0	0.044	0.041	0.041	0.041	0.041	0.0	0.006	0.003	0.003	0.003	0.003	0.0	0.004	0.001	0.002	0.002	0.001	0.0
CPI-SS0AC2DA159	LRP6_SOSTDC1	simple:O75581	simple:Q6X4U4	ENSG00000070018	ENSG00000171243	True	True	False	curated	False	0.073	0.071	0.071	0.071	0.07	0.0	0.045	0.043	0.043	0.043	0.042	0.0	0.14	0.137	0.137	0.137	0.137	0.0	0.12	0.118	0.118	0.118	0.117	0.0	0.01	0.008	0.008	0.008	0.008	0.0	0.013	0.01	0.01	0.01	0.01	0.0
CPI-CS0FC62E03D	FcRn_complex_ALB	complex:FcRn_complex	simple:P02768		ENSG00000163631	True	True	False	curated	False	0.206	0.207	0.206	0.207	0.206	0.206	0.338	0.339	0.339	0.339	0.338	0.338	0.049	0.05	0.049	0.05	0.049	0.049	0.108	0.109	0.108	0.109	0.108	0.108	0.834	0.835	0.835	0.835	0.834	0.834	0.826	0.827	0.826	0.827	0.826	0.826
